url_length,n_dots,n_hypens,n_underline,n_slash,n_questionmark,n_equal,n_at,n_and,n_exclamation,n_space,n_tilde,n_comma,n_plus,n_asterisk,n_hastag,n_dollar,n_percent,n_redirection,phishing
63,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,4,5,10,12,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1
72,2,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
22,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
62,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
13,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
74,2,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,4,1,0,6,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1
18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
40,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
238,14,0,0,5,0,4,0,9,0,0,0,0,0,0,0,0,0,0,1
24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,2,6,0,12,1,5,0,4,0,0,0,0,0,0,0,0,0,1,1
23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
28,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
16,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
70,2,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
50,2,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
103,5,0,0,4,0,3,1,2,0,0,0,0,0,0,0,0,0,0,1
22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
67,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53,6,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
53,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
63,4,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1
32,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
76,5,1,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1
16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
65,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1
30,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
83,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
38,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
72,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
19,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,16,1,0,4,1,9,1,12,0,0,0,0,0,0,0,0,0,0,1
14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,3,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
16,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
23,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
105,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
23,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
21,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,3,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
38,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
69,2,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
46,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
172,3,0,2,9,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1
34,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
54,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,9,2,5,4,0,4,0,3,0,0,0,0,0,0,0,0,3,0,1
14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
68,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
148,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
79,4,2,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,5,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
27,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
37,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
44,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
229,2,0,1,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1
10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131,3,2,2,9,0,2,0,1,0,0,0,0,0,0,0,0,0,-1,1
12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1
46,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,1,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
61,4,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,5,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
52,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
43,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
40,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
37,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
18,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
89,2,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,18,0,0
16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
26,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
75,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
30,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
20,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,2,0,2,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1
14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
117,5,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
20,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
62,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,3,1,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
30,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
112,3,1,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
